sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,price,yr_built
1000,6020,1,0,1000,0,220000,1944
2020,36400,1,0,1550,470,521000,1976
1920,6862,1,2,1120,800,325000,1952
2150,5400,1.5,0,1380,770,597500,1911
1470,3976,2,0,1470,0,337000,1999
3180,10492,2,2,3180,0,1.00E+06,1991
3930,55867,1,4,2330,1600,3.07E+06,1957
990,6000,1,0,990,0,495000,1943
2770,3330,2,0,1970,800,748000,2001
1250,8710,1,0,1250,0,888000,1953
1140,22267,1,0,1140,0,269900,1986
2250,14440,1,0,1550,700,496500,1967
1640,5097,2,0,1640,0,475000,1969
1255,1374,3,0,1255,0,312000,2004
1290,12231,1,0,1290,0,323000,1976
1300,9079,1,0,1300,0,331000,1986
1220,1086,3,0,1220,0,306000,2007
2630,4000,3,0,2630,0,655000,2002
1950,15954,1,0,1950,0,290000,1959
3160,5000,2,0,2360,800,1.25E+06,1965
1550,4708,1,0,860,690,460000,1949
1700,6380,1,0,850,850,435000,1940
2510,11880,1,0,1630,880,664000,1978
1800,4180,2,3,1800,0,865000,1921
1800,18000,1,0,1200,600,385000,1968
1870,9315,1,0,1350,520,497000,1975
1010,3000,1,0,1010,0,280000,1925
1120,17487,1,0,1120,0,188000,1924
2090,4755,1,2,1200,890,478500,1969
4370,18361,2,0,4370,0,1.15E+06,2001
1440,7187,1,0,970,470,222000,1981
2580,209523,2,0,2580,0,799000,1984
3190,7399,2,0,3190,0,609900,2006
2380,5809,2,0,1750,630,413000,1995
1420,4875,1.5,0,1420,0,400000,1930
2990,6768,2,0,2990,0,802541,2014
2680,7757,2,0,2680,0,320000,1990
2730,7649,2,0,2730,0,507000,2006
1220,8329,1,0,1220,0,387500,1946
1500,12616,1,0,1500,0,396000,1967
1830,11788,1,1,1430,400,373000,1958
4570,19252,2,0,4570,0,1.48E+06,1965
2470,7698,2,0,2470,0,359900,1983
800,4342,1,0,670,130,410000,1927
2900,23488,2,0,2900,0,690000,1992
1410,5760,1,0,1410,0,245000,1985
2830,25958,1,1,1610,1220,700000,1979
1680,9966,1,0,1100,580,268000,1977
1760,26055,1,0,920,840,225000,1979
2240,11034,2,0,2240,0,980000,1976
1380,5000,1.5,2,1380,0,795000,1905
820,5100,1,0,820,0,195000,1953
2180,10575,1,0,1730,450,480000,1950
1400,3600,1,0,1100,300,485000,1900
880,9000,1,0,880,0,130000,1928
1060,5703,1,2,1060,0,325000,1946
1530,7245,1,0,1530,0,440000,1984
2480,14782,1,3,1460,1020,550000,1958
1490,7150,1,0,1490,0,310000,1967
3660,39478,2,2,3260,400,530000,1989
2340,8548,2,0,2340,0,390000,1993
1450,12125,1,0,1450,0,243000,1981
2210,9875,2,0,2210,0,639000,1990
1130,7400,1,0,1130,0,215000,1969
1550,10500,1,0,1100,450,405000,1961
1710,7140,1,0,1010,700,250000,1968
1010,8108,1,0,1010,0,405500,1954
2660,13579,2,0,2660,0,452000,1937
2660,13579,2,0,2660,0,730000,1937
1300,9644,1,0,1300,0,267000,1994
1670,6186,2,0,1670,0,289950,2002
960,4080,1,0,960,0,565000,1911
4670,51836,2,0,4670,0,1.58E+06,1988
2140,2770,2,0,1770,370,636000,2007
2520,5500,1,0,1550,970,350000,2004
1650,9380,1,0,1130,520,320000,1978
1440,5680,1,0,1440,0,210000,1978
1050,5900,1,0,1050,0,245000,1950
1470,7650,1,0,1130,340,328000,1983
4230,37769,2,0,4230,0,985000,1989
1970,7972,1,3,1370,600,501000,1976
1540,17424,2,0,1540,0,315000,1992
2090,8354,2,0,2090,0,403000,2012
2380,17950,2,0,2110,270,550000,1934
2156,3562,2,0,2156,0,347500,2012
2070,8893,2,0,2070,0,365000,1986
1910,8167,1,0,1270,640,588000,1951
1920,7400,1,0,1260,660,605000,1977
3400,5979,2,0,2290,1110,1.30E+06,1937
1400,9177,1,0,1400,0,233000,1974
2210,17715,2,0,2210,0,360000,1997
1170,4887,1,0,1020,150,459000,1929
2100,72745,1,0,2100,0,740000,1995
1160,9750,1,0,1160,0,305000,1967
1500,4000,1,0,900,600,395000,1925
2940,6000,2,0,2940,0,560000,2000
2010,5070,1,1,1300,710,650000,1963
2170,4912,2,0,2170,0,449950,2003
1430,5200,1,3,1250,180,517500,1940
1510,6460,1,0,1070,440,435000,1970
1150,6908,1,0,800,350,329999,1952
2150,4200,1,4,1140,1010,950000,1960
1370,6001,1,0,1230,140,447000,1944
2380,6600,1,0,2380,0,699800,2010
1370,3850,1,0,770,600,850000,1911
1600,14250,1,0,1070,530,316500,1979
3750,9612,1,2,2030,1720,942500,1981
3950,3938,2,4,2910,1040,1.31E+06,1991
2400,13430,1,0,2400,0,856600,1964
2830,4000,2.5,0,2830,0,405600,1918
2440,22594,2,0,2440,0,565000,1996
1190,1149,2,0,1050,140,400000,2008
1400,218252,1,0,1400,0,330000,1997
2730,4683,2,0,2730,0,374950,2005
2390,7939,1,0,1610,780,405300,1983
2060,31400,2,0,2060,0,560000,1984
2490,9864,1,0,1290,1200,824000,1961
1100,10968,1,0,1100,0,260000,1984
2430,6099,1,0,1470,960,760000,1965
3170,12750,2,0,2360,810,405000,1995
2640,8625,2,0,2640,0,429900,1987
1130,7223,1,0,1130,0,341500,1961
1940,7642,1.5,0,1940,0,465250,1957
1100,3000,1.5,0,1100,0,450000,1912
1200,10800,1,0,1200,0,390000,1955
2000,8030,1,0,1000,1000,420000,1963
1890,4838,2,0,1730,160,269950,2002
1910,2874,1,0,1060,850,493000,1910
2710,5880,2,0,2710,0,370000,1998
4860,9453,1.5,1,3100,1760,2.25E+06,1905
1250,23680,1,0,1250,0,305000,1967
1590,8219,1.5,0,970,620,400000,1938
1240,1221,2,0,1050,190,320000,2009
2000,4800,2,0,2000,0,715000,1911
3610,10003,1.5,0,3610,0,650000,1966
1930,8040,1,0,1930,0,218000,1966
1280,5400,1,0,1280,0,500000,1964
2090,40419,1,0,2090,0,460000,1984
1940,9887,1,0,1140,800,232500,1969
1800,5761,2,0,1800,0,408200,1990
1730,8400,1,0,1400,330,522000,1980
2810,11120,2,0,2810,0,675000,1982
3550,11000,1,2,2260,1290,1.36E+06,1999
1330,7980,1.5,0,1330,0,249950,1952
750,34133,1,0,750,0,210000,1950
1760,7216,1,0,1090,670,429950,1947
3200,36276,2,0,3200,0,737500,1993
1740,9000,1,0,1740,0,710000,1958
2100,4700,2,0,2100,0,470000,1999
4270,40097,1,0,4270,0,1.10E+06,1993
1340,2720,1.5,0,1340,0,650000,1913
3190,8684,1,3,1680,1510,1.22E+06,1967
1630,4534,2,0,1630,0,422120,1987
2990,15085,2,0,2990,0,625000,2007
1550,7740,1.5,0,1550,0,385200,1954
1690,4964,2,0,1690,0,500000,1989
1960,12243,2,0,1960,0,308000,1989
2390,9966,1,0,1360,1030,565000,1977
2600,4438,2,0,2600,0,581000,2004
1950,8698,1,0,1950,0,361000,1999
1250,7210,1,0,1250,0,345000,1964
1180,1253,2,0,840,340,419000,2008
1680,4308,2,0,1680,0,347000,2004
2220,36085,2,0,2220,0,625000,1989
4890,15188,2,2,3090,1800,2.40E+06,1999
2660,17852,2.5,0,2660,0,379000,2014
1150,3323,2,0,1150,0,310000,1988
1130,5500,1,0,1130,0,250000,1941
2760,5000,2,0,2760,0,682000,2005
1430,8919,1,0,1430,0,246500,1992
1490,57381,1.5,0,1490,0,325000,1932
2030,4997,2,0,2030,0,310950,2004
3010,5000,2,2,1890,1120,1.10E+06,1931
1810,7200,1,0,1130,680,287500,1954
1810,7200,1,0,1130,680,431000,1954
970,5000,1,0,970,0,226000,1968
2010,3090,1.5,0,1510,500,825000,1926
1300,6030,1.5,0,1300,0,175000,1947
1260,10350,1,0,1260,0,465750,1959
2610,24931,2,0,2610,0,659000,1983
1910,5753,1,3,1110,800,595000,1941
1780,16290,2,0,1780,0,350000,1987
1900,8600,1,0,1900,0,270000,1975
2450,25600,1,2,1340,1110,662500,1957
1380,14000,1,0,1380,0,249900,1939
1920,11340,1,0,1230,690,324500,1977
1350,4003,1,0,1350,0,430000,2004
1350,4003,1,0,1350,0,419950,2004
2510,7440,1,2,1290,1220,285000,1962
2470,7780,2,0,2470,0,332000,2002
1660,10725,1,0,960,700,282000,1956
1340,5175,1,0,940,400,320000,1987
1620,30736,1.5,0,1620,0,428750,1911
2300,35287,2,0,2300,0,330000,1977
2000,2309,3,0,2000,0,456500,2008
1640,11050,1,0,1640,0,352000,1972
1530,4080,1.5,0,1530,0,664000,1912
4000,11894,1,0,2190,1810,628000,1987
1610,12555,1,0,1080,530,512000,1977
2070,9000,1,0,1450,620,254000,1969
1900,5790,2,0,1900,0,535800,1994
1050,16050,1,0,1050,0,287653,1960
1520,1304,2,0,1180,340,438000,2006
2390,23899,1,0,1750,640,450000,1949
2400,8050,2,0,2400,0,327000,1998
1790,6120,2,0,1790,0,370500,2005
1720,6271,2,0,1720,0,265000,1993
2980,13260,1,0,1800,1180,450000,1979
1520,213444,1.5,3,1520,0,425000,1988
1150,8690,1,0,1150,0,166600,1977
380,15000,1,0,380,0,245000,1963
910,5212,1,0,910,0,565000,1951
1650,10150,1,0,1230,420,539900,1976
2480,3200,2,0,2480,0,910000,2010
2050,7416,2,0,2050,0,280000,1990
1420,8549,2,0,1420,0,275000,1989
3460,6590,2,0,3460,0,467000,2001
1500,4445,2,0,1500,0,457500,1996
1320,3090,1,0,1320,0,381156,1908
2180,8240,1,0,1220,960,289999,1977
1830,4160,1,0,1230,600,642450,1919
1620,8701,1,0,1220,400,469950,1962
2920,13650,1,2,1460,1460,795000,1975
3300,10514,2,0,3300,0,785000,1984
3060,12095,2,0,3060,0,860000,1983
3064,4764,3.5,2,3064,0,1.10E+06,1990
1530,8498,1,0,1530,0,147500,1959
1910,11576,1,0,1410,500,390000,1978
1020,8100,1,0,1020,0,229000,1954
1150,8100,1,0,1150,0,185000,1932
1260,9570,1,0,870,390,414900,1941
1920,4822,1,0,920,1000,200000,1914
1800,9350,1,0,1800,0,225000,1969
2040,4000,2,0,1360,680,720000,1924
2200,4000,2,0,1430,770,930000,1908
3200,17204,1,0,2160,1040,1.27E+06,1952
2400,3118,2,0,1780,620,700000,1928
1140,1058,3,0,1140,0,466000,2005
1330,10640,1,0,1330,0,374000,1976
1940,10035,2,0,1940,0,480000,1994
3000,25341,2,0,3000,0,740000,1995
1820,5400,1.5,0,1820,0,1.01E+06,1923
2910,5000,2,0,2910,0,395000,2002
1090,6771,1,0,1090,0,340000,1954
1230,1340,2,0,1020,210,209000,2003
1710,7700,1.5,0,1710,0,431650,1962
3160,11470,1,0,1780,1380,980000,1971
2680,28243,2,0,2680,0,660000,1993
2190,9009,2,0,1840,350,730000,1977
1260,9600,1,0,1260,0,291500,1988
2970,14486,2,0,2340,630,905000,1997
2570,50308,1.5,0,2570,0,800000,1993
3810,13592,1,1,2560,1250,839900,2013
1010,1157,2,0,950,60,200000,2007
1480,6698,1,0,1080,400,300000,1979
1250,6041,1.5,0,1250,0,530000,1942
1654,8479,2,0,1654,0,314950,1995
1410,9315,1,0,1410,0,255000,1960
2160,5720,1,0,1500,660,550000,1950
1400,4800,1,0,700,700,435000,1917
1420,8738,1,0,1420,0,234000,1966
2500,10062,1,0,1600,900,615000,1975
1410,8384,1,0,1410,0,205000,1985
2100,7135,1,0,1050,1050,384000,1955
1750,7208,2,0,1750,0,324000,1994
2070,5500,1,0,1130,940,645000,1946
1570,1777,2,0,1260,310,570000,2007
1920,5322,2,0,1920,0,324000,1999
1000,10320,1,0,1000,0,270000,1943
2120,7700,1.5,0,2120,0,290000,1962
1440,9220,1,0,1440,0,250000,1965
1660,16275,2,0,1660,0,342000,1990
1340,8450,1,0,1340,0,255000,1958
2380,11824,1,0,1450,930,800000,1972
1560,4049,1.5,2,1000,560,451000,1926
2780,10480,1,3,1390,1390,990000,1967
1860,6687,1,0,1220,640,288400,1983
2390,4600,2,0,1750,640,420000,1920
1370,1140,2,0,1080,290,359000,2009
2570,262018,1,0,1420,1150,390000,1988
1320,2614,2,0,1320,0,300000,2005
2520,7863,1,0,1500,1020,545000,1981
1250,18616,1,0,1250,0,288349,1972
1560,35026,1,0,1290,270,299900,1985
2330,5000,1.5,0,1720,610,891000,1925
3660,22410,1,3,1830,1830,1.20E+06,1947
2790,4650,2,0,2790,0,378000,2004
1060,7200,1,0,1060,0,299995,1951
2020,6564,1,0,1310,710,253000,1994
1580,47916,1,0,1580,0,350000,1979
2020,4300,1.5,0,2020,0,565000,1900
970,5665,1,0,970,0,315000,1908
1490,6766,1.5,1,1490,0,570000,1915
4390,10140,2,0,3350,1040,971000,2005
2750,5589,1.5,0,1840,910,915000,1910
2150,23568,1,0,2150,0,419000,1950
1810,7480,1,0,1230,580,260000,1977
2230,12968,2,0,2230,0,1.32E+06,1990
2430,10720,1,0,2430,0,369950,1977
3680,13384,2,0,3680,0,1.03E+06,1994
1410,6750,1.5,0,1410,0,435000,1929
1330,6743,1,0,1330,0,601000,1958
1490,10650,1,0,1150,340,460500,1963
2020,1159,3,3,2020,0,720000,2000
3130,13202,2,0,3130,0,851000,1996
2670,5000,2,2,2670,0,550000,1916
1980,4560,1.5,0,1980,0,700000,1920
2100,14850,1,0,2100,0,323000,1963
1350,8581,1,0,1350,0,345500,1944
2140,7920,1,0,1190,950,378000,1959
2208,5000,3,0,2208,0,650000,1917
1010,7380,1,0,1010,0,385000,1982
970,2970,1,0,970,0,425000,1910
1520,6174,1.5,0,1520,0,210000,1920
2740,43101,2,0,2740,0,630000,1993
1570,7500,1,1,1300,270,335000,1953
1320,9000,1,0,1320,0,196500,1966
2550,7636,1,0,1440,1110,582800,1986
1560,7207,1,0,1250,310,440000,1983
2360,8616,2,0,2360,0,752500,1974
1330,5000,2,0,1210,120,532500,1909
1070,9000,1,0,1070,0,265000,1950
1510,13737,1,3,810,700,397500,1961
1710,3469,2,0,1710,0,524250,1999
2790,10819,2,0,2790,0,765000,1996
2620,5450,2,0,2620,0,648000,2001
2970,24759,1,0,1670,1300,469500,1969
1050,7854,1,0,1050,0,237500,1975
1280,8712,1,0,1280,0,216000,1956
1030,8400,1,0,1030,0,427200,1963
1900,7800,1,0,1390,510,280000,1977
3070,9804,1,0,1740,1330,718000,1968
1760,4139,2,0,1760,0,420000,2010
930,5400,1,0,930,0,379000,1952
880,7683,1,0,880,0,326100,1942
1360,1016,3,0,1310,50,535000,2003
2130,8560,1,0,1560,570,283000,1992
1480,7469,1.5,0,1120,360,260000,1940
1500,6388,1.5,0,1500,0,399000,1951
1670,5004,2,0,1670,0,484950,1987
2060,9828,1,0,2060,0,640000,1960
2160,8158,1,0,1660,500,585000,1952
2780,11583,1,3,1190,1590,645000,1955
1490,7651,1,0,1490,0,253000,1988
740,6460,1,0,740,0,178500,1953
1860,6325,2,0,1860,0,291000,1991
1590,20917,1.5,0,1590,0,199950,1920
850,2340,1,0,850,0,553500,1922
1030,4188,1,0,1030,0,189950,1981
1850,9550,1,0,1850,0,289000,1988
1830,4590,2,0,1830,0,700000,1908
1560,8853,1,0,1560,0,270000,1967
1730,8320,1,0,1230,500,258000,1977
1930,7214,2,0,1930,0,530000,2005
1422,3677,2,0,1422,0,245000,2012
1380,5000,1.5,0,1380,0,563000,1917
2430,4203,2,0,2430,0,515000,2001
2610,7091,2,0,2610,0,325000,1987
2000,217800,2,0,2000,0,540000,1996
920,5000,1,0,490,430,280300,1949
1750,5500,1.5,0,1050,700,460000,1926
2020,8970,1,0,1180,840,475000,1981
2460,44431,1,0,2460,0,900000,1957
1780,7260,1,0,1780,0,538200,1964
1080,3600,1,0,1080,0,429000,1922
1250,5411,1,0,1250,0,164808,1980
1870,7700,2,0,1870,0,520000,1977
1700,8432,1,0,1230,470,475000,1977
1480,47045,1,0,1480,0,283000,1942
1930,6228,2,0,1930,0,321500,2000
3130,21810,2,0,3130,0,840000,1993
1370,6000,2,0,1370,0,287000,1992
960,8106,1,0,960,0,375000,1962
1260,7128,1,0,1260,0,349500,1969
1480,7749,1,0,1480,0,446450,1960
1930,9643,2,0,1930,0,315000,1992
870,5340,1.5,0,870,0,271310,1906
1300,8400,1.5,0,1300,0,315000,1953
1490,6930,1,0,1490,0,245000,1990
1380,5484,1,0,1030,350,543115,1947
1190,8190,1.5,0,1190,0,900000,1945
4250,6552,2,3,2870,1380,2.45E+06,2008
1920,6045,1,0,1920,0,554000,2003
2080,12522,1,0,2080,0,249900,1950
3220,54160,2,2,2690,530,768000,1981
3680,5854,1,3,2060,1620,980000,1967
2070,9600,1,0,1270,800,395000,1962
1480,2200,2,0,1480,0,415000,1995
2000,6921,2,0,2000,0,380000,2003
1560,5259,2,0,1560,0,566000,1999
1600,8961,1,0,1390,210,218500,1949
1940,10500,1,0,1140,800,550000,1976
1540,3000,1,2,770,770,512031,1920
820,8860,1,0,820,0,197500,1950
1780,8784,1,0,1230,550,470000,1977
1560,242629,1,0,1560,0,590000,1981
2210,8862,1,0,1270,940,465000,1977
2040,114562,1,0,2040,0,499000,1968
1920,11500,1,0,1920,0,515000,1972
1930,5000,1,0,1230,700,716500,1936
1700,4250,1,0,890,810,410000,1944
3450,6500,2,0,2450,1000,850000,1994
3440,35021,2,0,3440,0,1.05E+06,1983
2380,13435,2,0,2380,0,648000,1992
2400,5350,1.5,0,1460,940,620000,1929
5670,84267,2,2,5670,0,935000,2008
1140,10320,1,0,1140,0,379000,1963
1670,5375,1,0,1270,400,699000,1952
1910,8005,1,0,1280,630,528000,1960
1560,9452,1,0,1560,0,425000,1974
1500,8645,1,0,1500,0,249500,1963
4475,6642,2,0,4475,0,1.04E+06,2014
2840,11900,1,3,1640,1200,790000,1961
1020,18050,1,0,1020,0,399950,1969
1410,9000,1,0,1410,0,275000,1953
1520,2500,1.5,0,1520,0,550000,1912
730,6890,1,0,730,0,140000,1926
1190,6250,1,0,990,200,250000,1954
1410,8909,2,2,1410,0,318000,1988
1240,57000,1,0,1240,0,505000,1962
2500,9248,1,0,1300,1200,470500,1966
1050,9206,1.5,0,1050,0,360000,1954
2680,8500,1,4,1480,1200,1.24E+06,1962
2380,16080,1,2,1340,1040,986000,1964
1060,4228,1,0,860,200,515000,1906
2300,41900,1,0,1310,990,320000,1939
2010,7426,1,0,1090,920,310000,1951
1090,5000,1,0,730,360,356700,1942
2320,5595,1,0,1510,810,775000,1956
1040,7541,1,0,1040,0,325000,1951
1810,8677,1.5,0,1810,0,208000,1962
1150,12775,1,4,1150,0,825000,1908
2360,11254,1,2,2360,0,515000,1990
1970,3400,1.5,0,1420,550,490000,1929
2690,28300,1,0,2690,0,675000,1954
2080,4080,1,0,1040,1040,360000,1962
2080,4080,1,0,1040,1040,550000,1962
1370,9000,1,0,1370,0,225000,1962
3410,9360,1.5,0,3410,0,500000,1967
1850,11700,1,0,1850,0,385000,1969
3010,12611,2,0,3010,0,837700,1994
1530,3056,2,0,1530,0,448000,2003
2690,21357,1,0,1420,1270,730000,1952
2810,7140,1,2,1490,1320,575000,1954
1810,7300,1,0,1240,570,430000,1976
1560,3987,2,0,1560,0,435000,2002
1010,9611,1,0,1010,0,241000,1973
1000,1760,1,0,600,400,453500,1924
990,1380,3,0,990,0,285000,2001
720,4222,1,0,720,0,151000,1942
6070,14731,2,0,6070,0,1.57E+06,2004
2270,2400,2,0,2270,0,631000,1905
1380,1073,2,0,1140,240,285000,2011
1260,8378,1,0,840,420,195000,1959
2910,35679,2,0,2910,0,817500,1987
1810,12825,1,0,1810,0,550000,1960
3160,8281,2,0,3160,0,1.13E+06,1995
1910,1369,3,0,1910,0,609850,2002
1230,4380,1,0,1230,0,200000,1947
2960,6219,2,0,2960,0,367000,2006
2200,8375,2,0,2200,0,285167,1988
1270,32175,1,0,1270,0,275000,1947
2540,12843,2,0,2540,0,350900,1992
3030,9273,2,0,3030,0,660000,1988
1520,8835,1,0,1520,0,525000,1957
1560,7800,2,0,1560,0,262000,1997
970,4560,1,0,970,0,690000,1907
3570,14648,2,0,3570,0,624000,2005
1350,7740,1,0,860,490,353000,1947
3710,10400,2,0,2290,1420,552500,2002
1430,8355,1.5,0,1430,0,224500,1983
940,8571,1,0,940,0,239000,1950
4300,12250,2,0,4300,0,975000,2004
3990,13470,2,0,3990,0,1.20E+06,2006
1380,4000,1.5,0,1380,0,505000,1910
2020,7865,1,0,1010,1010,302000,1963
1480,5670,1,0,780,700,170000,1944
1190,27007,1,0,1190,0,195000,1910
2550,6300,1,0,1560,990,272000,1959
2550,6300,1,0,1560,990,369000,1959
1500,6332,1,0,1500,0,332500,1953
3000,8250,1,0,1760,1240,515000,1963
1690,4250,1,0,1020,670,269000,1967
4390,17832,1,0,2430,1960,1.28E+06,1994
1560,4100,2,0,1560,0,303000,1985
2940,8624,1,0,1690,1250,420000,1977
1130,4100,1,0,990,140,400000,1941
1020,8437,1,0,1020,0,225000,1987
1310,2550,2,0,1310,0,219000,2004
2570,9487,2,3,2570,0,605000,1989
2020,6867,1,0,1010,1010,625000,1942
1680,3240,1,0,840,840,380000,1906
1770,7700,1.5,0,1770,0,620000,1962
3190,10970,2,0,3190,0,687500,1994
1440,7950,1,0,1440,0,225500,1962
1150,6000,1,0,1150,0,252500,1956
1860,3658,2,0,1860,0,510000,1994
2430,5203,2,0,2430,0,510000,2003
1940,4000,1.5,0,1940,0,725000,1906
670,43377,1,0,670,0,75000,1966
880,2970,1,0,880,0,492000,1927
1930,14196,1,0,1330,600,425000,1977
3120,7898,1,4,1560,1560,1.96E+06,1963
1830,6162,2,0,1830,0,298900,1994
3230,40319,2,0,3230,0,699000,1987
700,3000,1,0,700,0,310000,1918
1010,8580,1,0,1010,0,350000,1961
2460,10061,1,4,1410,1050,790000,1961
2230,5000,2,0,2230,0,305000,2003
1570,2865,2,0,1570,0,315000,2003
2390,6600,2,0,2390,0,267500,1977
3460,7749,2,1,3020,440,1.75E+06,1950
2400,8620,2,0,1640,760,435000,1987
2940,7500,1.5,0,2940,0,482500,1966
8010,45517,2,4,5990,2020,5.11E+06,1999
1570,8400,1,0,1570,0,439995,1959
1520,7500,1,0,1180,340,460000,1967
1070,6440,1,0,1070,0,194000,1971
440,8313,1,3,440,0,290000,1943
2440,9600,1,0,1220,1220,274700,1963
2660,3672,2,0,1800,860,900000,1910
4460,103382,2,0,4460,0,1.15E+06,2001
2010,3667,2,0,2010,0,605000,2008
1450,3850,2,0,1450,0,359000,2004
1400,9900,1,0,1400,0,850000,1951
1500,2500,2,0,1500,0,505000,2002
2500,7394,2,0,2500,0,565000,1990
1280,7110,1,0,1000,280,585000,1955
3380,7500,2,3,2420,960,328000,1990
2910,18700,1,0,2210,700,749950,1957
3060,7140,2,0,3060,0,826000,2006
1330,40259,1,0,1330,0,535000,1977
3300,101930,2,0,3300,0,925000,1991
3250,6000,2,0,2500,750,875000,2001
2530,9200,1,0,1570,960,902000,1976
1830,13900,1,0,1830,0,423000,1951
1170,11100,1,0,1170,0,235000,1968
2930,14057,1,2,1680,1250,545000,1980
1230,7560,1,0,1230,0,343000,1961
1620,2930,2,0,1620,0,334950,2002
1760,5355,1,0,1160,600,405000,1956
1440,8250,1,0,1440,0,220000,1959
1740,8100,1,0,1050,690,173000,1947
1270,3600,1.5,0,1270,0,655000,1906
880,3000,1,0,880,0,406000,1924
2560,8320,1,0,1370,1190,632000,1961
1540,4000,1,0,1140,400,357000,1990
1150,17585,1,0,1150,0,361000,1964
770,8149,1,0,770,0,277000,1948
4610,40202,1,0,2500,2110,630000,1980
1850,4597,2,0,1850,0,254000,2003
1840,8400,1,0,1290,550,472800,1961
1490,3800,1,0,700,790,263000,1913
1490,3800,1,0,700,790,510000,1913
960,10125,1,0,960,0,179950,1952
1580,7307,1,0,1160,420,525000,1973
1260,889,3,0,1260,0,479000,2008
1940,6440,1,2,970,970,651000,1940
2490,7834,1,3,1240,1250,949000,1958
2520,27951,1.5,0,1890,630,392400,1942
1760,5356,1,0,920,840,585000,1950
4190,7504,2,0,4190,0,460000,2004
1170,4400,1,0,870,300,470000,1951
1600,4271,2,0,1600,0,245000,2003
2760,27631,2,0,1800,960,500000,1978
2090,8653,2,0,2090,0,455000,1989
2320,3974,2,0,2320,0,485500,1999
4110,7920,2,3,3150,960,1.88E+06,1921
770,17334,1,0,770,0,100000,1978
1410,16105,1,0,1410,0,307000,1982
3660,14401,2,0,2660,1000,475000,1994
2180,7210,1,0,1190,990,330000,1972
1110,7520,1,0,1110,0,130000,1960
2280,7417,2,0,2280,0,320000,1998
2820,6180,2,0,2050,770,735000,2013
1570,9600,1,0,800,770,365000,1972
1200,11935,1,0,1200,0,234000,1968
1710,8288,1.5,0,1710,0,211000,1970
3000,6320,2,2,2400,600,680000,1969
2800,7845,2,0,2800,0,457000,2002
1640,7261,2,0,1640,0,349000,1989
2030,6840,1,0,1210,820,360000,1979
2530,10155,2,0,2530,0,350000,1998
990,7420,1,0,990,0,208000,1960
790,11234,1,0,790,0,250275,1942
790,11234,1,0,790,0,435000,1942
1800,7763,1,0,1470,330,270000,1984
1650,12940,1,0,1650,0,438000,1961
1980,23625,2,0,1980,0,659000,1938
2340,6350,1,0,1310,1030,645000,1974
2790,5423,2,0,2790,0,685100,1999
2800,9569,1,2,1400,1400,350000,1963
1840,81892,1,0,1840,0,375000,1955
1350,81549,1,0,1350,0,170000,1966
3030,3841,3,0,3030,0,880000,2005
1980,5000,2,0,1980,0,410500,2008
3690,13609,2,2,3690,0,780000,1996
3732,4426,2.5,0,2932,800,1.23E+06,2001
1510,6852,1,0,1510,0,449000,2005
2000,5000,1,0,1110,890,546000,1921
1760,11410,1,0,1060,700,317000,1977
1270,7566,1,0,1270,0,276900,1958
2620,7030,1,0,1420,1200,399000,1965
2630,10165,1,0,1690,940,495000,1976
2270,9000,1,0,1330,940,258000,1978
2410,102366,1,0,1940,470,600000,1912
1120,881,3,0,1120,0,265000,1999
3030,7000,1,0,1540,1490,321000,1978
2120,4000,1.5,0,1720,400,682000,1910
1720,5805,2,0,1720,0,295700,2000
2150,37981,2,0,2150,0,609000,1985
4380,47044,2,3,3720,660,995000,1968
2010,11817,2,0,2010,0,530000,1986
3150,5150,2,0,1870,1280,614000,1907
2500,21780,1,0,1770,730,390000,1986
1690,6642,2,0,1690,0,467000,2004
3300,13501,1,0,2060,1240,484000,1980
1240,1115,3,0,1240,0,340000,2003
2200,7201,2,0,2200,0,302495,1994
1620,3360,1,0,980,640,532500,1927
